Path,Text
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u106n.wav,A HUGE TAPESTRY HUNG IN HER HALLWAY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u209n.wav,MICHAEL COLORED THE BEDROOM WALL WITH CRAYONS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u277n.wav,THE ROSE CORSAGE SMELLED SWEET
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u064n.wav,REGULAR ATTENDANCE IS SELDOM REQUIRED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u240n.wav,IT'S NOT EASY TO CREATE ILLUMINATING EXAMPLES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u040n.wav,STIMULATING DISCUSSIONS KEEP STUDENTS' ATTENTION
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u392n.wav,A YOUNG MOUSE SCAMPERED ACROSS THE FIELD AND DISAPPEARED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u324n.wav,THE LOCAL DRUGSTORE WAS CHARGED WITH ILLEGALLY DISPENSING TRANQUILIZERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u126n.wav,ARTIFICIAL INTELLIGENCE IS FOR REAL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u103n.wav,CALL AN AMBULANCE FOR MEDICAL ASSISTANCE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u133n.wav,PIZZERIAS ARE CONVENIENT FOR A QUICK LUNCH
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u069n.wav,EAT YOUR RAISINS OUTDOORS ON THE PORCH STEPS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u148n.wav,MOST PRECINCTS HAD A THIRD OF THE VOTES COUNTED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u128n.wav,LOTS OF FOREIGN MOVIES HAVE SUBTITLES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u449n.wav,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u139n.wav,THE BUNGALOW WAS PLEASANTLY SITUATED NEAR THE SHORE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u260n.wav,REMEMBER TO ALLOW IDENTICAL TWINS TO ENTER FREELY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u122n.wav,ENCYCLOPEDIAS SELDOM PRESENT ANECDOTAL EVIDENCE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u288n.wav,BRUSH FIRES ARE COMMON IN THE DRY UNDERBRUSH OF NEVADA
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u361n.wav,THE SPEECH SYMPOSIUM MIGHT BEGIN MONDAY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u034n.wav,DON'T DO CHARLIE'S DIRTY DISHES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u011n.wav,HE WILL ALLOW A RARE LIE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u350n.wav,MANY WEALTHY TYCOONS SPLURGED AND BOUGHT BOTH A YACHT AND A SCHOONER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u192n.wav,STRAW HATS ARE OUT OF FASHION THIS YEAR
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u181n.wav,RICH LOOKED FOR SPOTTED HYENAS AND JAGUARS ON THE SAFARI
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u289n.wav,WEATHERPROOF GALOSHES ARE VERY USEFUL IN SEATTLE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u180n.wav,ALMOST ALL COLLEGES ARE NOW COEDUCATIONAL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u123n.wav,A SCREWDRIVER IS MADE FROM VODKA AND ORANGE JUICE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u347n.wav,THE PATIENT AND THE SURGEON ARE BOTH RECUPERATING FROM THE LENGTHY OPERATION
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u319n.wav,A BIG GOAT IDLY AMBLED THROUGH THE FARMYARD
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u426n.wav,A MOTH ZIG-ZAGGED ALONG THE PATH THROUGH OTTO'S GARDEN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u383n.wav,THE CARPET CLEANERS SHAMPOOED OUR ORIENTAL RUG
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u249n.wav,I ATE EVERY OYSTER ON NORA'S PLATE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u146n.wav,CYCLICAL PROGRAMS WILL NEVER COMPILE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u168n.wav,WHO TOOK THE KAYAK DOWN THE BAYOU?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u147n.wav,CORRECT EXECUTION OF MY INSTRUCTIONS IS CRUCIAL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u448n.wav,SPHERICAL GIFTS ARE DIFFICULT TO WRAP
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u162n.wav,HER AUBURN HAIR REMINDED HIM OF AUTUMN LEAVES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u436n.wav,PLEASE SING JUST THE CLUB THEME
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u357n.wav,"THE MOISTURE IN MY EYES IS FROM EYEDROPS, NOT FROM TEARS"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u116n.wav,CLASP THE SCREW IN YOUR LEFT HAND
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u120n.wav,"THE COYOTE, BOBCAT, AND HYENA ARE WILD ANIMALS"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u433n.wav,THE OVERWEIGHT CHARMER COULD SLIP POISON INTO ANYONE'S TEA
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u110n.wav,THE BEST WAY TO LEARN IS TO SOLVE EXTRA PROBLEMS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u244n.wav,HERB'S BIRTHDAY OCCURS FREQUENTLY ON THANKSGIVING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u440n.wav,THE ADVERTISING VERSE OF PLYMOUTH VARIETY STORE NEVER CHANGES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u315n.wav,BOB FOUND MORE CLAMS AT THE OCEAN'S EDGE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u279n.wav,ALICE'S ABILITY TO WORK WITHOUT SUPERVISION IS NOTEWORTHY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u444n.wav,THE TODDLER FOUND A CLAMSHELL NEAR THE CAMP SITE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u378n.wav,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u424n.wav,TOP ZINNIAS RARELY HAVE CROOKED STEMS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u414n.wav,IRISH YOUNGSTERS EAT FRESH KIPPERS FOR BREAKFAST
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u421n.wav,THOSE WHO TEACH VALUES FIRST ABOLISH CHEATING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u089n.wav,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u157n.wav,REMOVE THE SPLINTER WITH A PAIR OF TWEEZERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u398n.wav,CHILDREN CAN CONSUME MANY FRUIT CANDIES IN ONE SITTING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u251n.wav,WE APPLY AUDITORY MODELING TO COMPUTER SPEECH RECOGNITION
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u282n.wav,THE TOOTH FAIRY FORGOT TO COME WHEN ROGER'S TOOTH FELL OUT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u353n.wav,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u266n.wav,WITHDRAW ONLY AS MUCH MONEY AS YOU NEED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u302n.wav,TOFU IS MADE FROM PROCESSED SOYBEANS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u263n.wav,HOW OILY DO YOU LIKE YOUR SALAD DRESSING?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u275n.wav,STEVE WORE A BRIGHT RED CASHMERE SWEATER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u412n.wav,GWEN PLANTED GREEN BEANS IN HER VEGETABLE GARDEN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u164n.wav,CURIOSITY AND MEDIOCRITY SELDOM COEXIST
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u088n.wav,FLYING STANDBY CAN BE PRACTICAL IF YOU WANT TO SAVE MONEY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u073n.wav,CLIFF'S DISPLAY WAS MISPLACED ON THE SCREEN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u306n.wav,A CHOSEN FEW WILL BECOME GENERALS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u318n.wav,PLEASE DIG MY POTATOES UP BEFORE FROST
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u336n.wav,ROB MADE HUNGARIAN GOULASH FOR DINNER AND GOOSEBERRY PIE FOR DESSERT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u416n.wav,A HUGE POWER OUTAGE RARELY OCCURS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u429n.wav,A TOOTHPASTE TUBE SHOULD BE SQUEEZED FROM THE BOTTOM
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u274n.wav,CLIFF WAS SOOTHED BY THE LUXURIOUS MASSAGE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u254n.wav,DO THEY ALLOW ATHEISTS IN CHURCH?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u303n.wav,THE BLUEJAY FLEW OVER THE HIGH BUILDING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u368n.wav,LORI'S COSTUME NEEDED BLACK GLOVES TO BE COMPLETELY ELEGANT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u035n.wav,HELP CELEBRATE YOUR BROTHER'S SUCCESS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u169n.wav,HOW WOULD YOU EVALUATE THIS ALGEBRAIC EXPRESSION?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u450n.wav,ROY IGNORED THE SPURIOUS DATA POINTS IN DRAWING THE GRAPH
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u272n.wav,ALLOW EACH CHILD TO HAVE AN ICE POP
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u352n.wav,"ACCORDING TO MY INTERPRETATION OF THE PROBLEM, TWO LINES MUST BE PERPENDICULAR"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u193n.wav,WHY BUY OIL WHEN YOU ALWAYS USE MINE?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u054n.wav,THE EASTERN COAST IS A PLACE FOR PURE PLEASURE AND EXCITEMENT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u033n.wav,COCONUT CREAM PIE MAKES A NICE DESSERT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u227n.wav,IT'S HEALTHIER TO COOK WITHOUT SUGAR
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u132n.wav,PUBLICITY AND NOTORIETY GO HAND IN HAND
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u338n.wav,"THE DARK, MURKY LAGOON WOUND AROUND FOR MILES"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u355n.wav,DOLPHINS ARE INTELLIGENT MARINE MAMMALS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u184n.wav,THE CAT'S MEOW ALWAYS HURTS MY EARS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u311n.wav,MY DESIRES ARE SIMPLE: GIVE ME ONE INFORMATIVE PARAGRAPH ON THE SUBJECT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u005n.wav,SHE IS THINNER THAN I AM
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u248n.wav,READING IN POOR LIGHT GIVES YOU EYESTRAIN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u194n.wav,THEY ENJOY IT WHEN I AUDITION
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u050n.wav,CATASTROPHIC ECONOMIC CUTBACKS NEGLECT THE POOR
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u339n.wav,DID SHAWN CATCH THAT BIG GOOSE WITHOUT HELP?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u211n.wav,ONLY THE BEST PLAYERS ENJOY POPULARITY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u118n.wav,COMBINE ALL THE INGREDIENTS IN A LARGE BOWL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u428n.wav,"A CRAB CHALLENGED ME, BUT A QUICK STAB VANQUISHED HIM"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u214n.wav,THE MORNING DEW ON THE SPIDER WEB GLISTENED IN THE SUN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u268n.wav,THE JAW OPERATES BY USING ANTAGONISTIC MUSCLES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u250n.wav,THE BOSTON BALLET OVERCAME THEIR FUNDING SHORTAGE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u173n.wav,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u294n.wav,SHOULD GIRAFFES BE KEPT IN SMALL ZOOS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u008n.wav,WHY YELL OR WORRY OVER SILLY ITEMS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u430n.wav,THOSE WHO ARE NOT PURISTS USE CANNED VEGETABLES WHEN MAKING STEW
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u042n.wav,BIBLICAL SCHOLARS ARGUE HISTORY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u363n.wav,THE COW WANDERED FROM THE FARMLAND AND BECAME LOST
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u114n.wav,THE CARTOON FEATURES A MUSKRAT AND A TADPOLE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u402n.wav,WE'LL SERVE RHUBARB PIE AFTER RACHEL'S TALK
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u131n.wav,WE PLAN TO BUILD A NEW BEVERAGE PLANT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u093n.wav,CUT A SMALL CORNER OFF EACH EDGE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u438n.wav,SHELL SHOCK CAUSED BY SHRAPNEL IS SOMETIMES CURED THROUGH GROUP THERAPY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u334n.wav,OFTEN YOU'LL GET BACK MORE THAN YOU PUT IN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u155n.wav,THE WATER CONTAINED TOO MUCH CHLORINE AND STUNG HIS EYES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u389n.wav,THEY OWN A BIG HOUSE IN THE REMOTE COUNTRYSIDE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u081n.wav,IT'S IMPOSSIBLE TO DEAL WITH BUREAUCRACY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u344n.wav,I KNOW I DIDN'T MEET HER EARLY ENOUGH
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u111n.wav,HIS SUDDEN DEPARTURE SHOCKED THE CAST
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u246n.wav,HOW ANCIENT IS THIS SUBWAY ESCALATOR?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u163n.wav,THEY REMAINED LIFELONG FRIENDS AND COMPANIONS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u323n.wav,THE FOG PREVENTED THEM FROM ARRIVING ON TIME
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u308n.wav,SHIPBUILDING IS A MOST FASCINATING PROCESS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u143n.wav,THE SOUND OF JENNIFER'S BUGLE SCARED THE ANTELOPE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u372n.wav,THAT DIAGRAM MAKES SENSE ONLY AFTER MUCH STUDY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u077n.wav,BAGPIPES AND BONGOS ARE MUSICAL INSTRUMENTS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u367n.wav,THE SURPLUS SHOES WERE SOLD AT A DISCOUNT PRICE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u112n.wav,TUGBOATS ARE CAPABLE OF HAULING HUGE LOADS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u245n.wav,DOES HINDU IDEOLOGY HONOR COWS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u071n.wav,PORCUPINES RESEMBLE SEA URCHINS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u175n.wav,SEVERE MYOPIA CONTRIBUTED TO RON'S INFERIORITY COMPLEX
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u038n.wav,YOUNG PEOPLE PARTICIPATE IN ATHLETIC ACTIVITIES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u267n.wav,"DRAW EVERY OUTER LINE FIRST, THEN FILL IN THE INTERIOR"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u177n.wav,DOES CREOLE COOKING USE CURRY?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u102n.wav,SPECIAL TASK FORCES RESCUE HOSTAGES FROM KIDNAPPERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u400n.wav,JUST DROP NOTICES IN ANY SUGGESTION BOX
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u154n.wav,ORANGE JUICE TASTES FUNNY AFTER TOOTHPASTE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u301n.wav,WE LIKE BLEU CHEESE BUT VICTOR PREFERS SWISS CHEESE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u196n.wav,HOW DO OYSTERS MAKE PEARLS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u025n.wav,ONLY LAWYERS LOVE MILLIONAIRES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u091n.wav,THE MISPRINT PROVOKED AN IMMEDIATE DISCLAIMER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u080n.wav,IT'S ILLEGAL TO POSTDATE A CHECK
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u386n.wav,WHICH CHURCH DO THE SMITHS WORSHIP IN?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u326n.wav,STEVE COLLECTS RARE AND NOVEL COINS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u265n.wav,"THE SAW IS BROKEN, SO CHOP THE WOOD INSTEAD"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u270n.wav,ARE HOLIDAY APRONS AVAILABLE TO US?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u321n.wav,"THE GROUNDHOG CLEARLY SAW HIS SHADOW, BUT STAYED OUT ONLY A MOMENT"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u432n.wav,"COFFEE IS GROWN ON STEEP, JUNGLE-LIKE SLOPES IN TEMPERATE ZONES"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u422n.wav,"ONCE YOU FINISH GREASING YOUR CHAIN, BE SURE TO WASH THOROUGHLY"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u406n.wav,THERE WAS A GIGANTIC WASP NEXT TO IRVING'S BIG TOP HAT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/023/s003u322n.wav,A LEATHER HANDBAG WOULD BE A SUITABLE GIFT
